name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_alternate_names
Kepler-92 b,Confirmed,0.189,0.28,0.126,,,,0.326,0.012,0.012,13.748933,7.50E-05,7.50E-05,,,,0.17,0.17,0.1,,,,,2013,15/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-92,289.0875,41.5631,11.6,,,,,448.57,0.17,1.209,1.716,,5.52,5871,
Kepler-92 c,Confirmed,0.0179,0.0277,0.011,,,,0.219,0.0047,0.0047,26.72311,0.00019,0.00019,,,,0.04,0.04,0.22,,,,,2013,15/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-92,289.0875,41.5631,11.6,,,,,448.57,0.17,1.209,1.716,,5.52,5871,
Kepler-92 d,Confirmed,,,,,,,0.1844,0.005,0.005,49.3568,0.0024,0.0024,,,,0.07,0.04,0.34,,,,,2015,15/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,Kepler-92,289.0875,41.5631,11.6,,,,,448.57,0.17,1.209,1.716,,5.52,5871,
Kepler-920 b,Confirmed,,,,,,,0.216,0.014,0.02,6.53192704,2.30E-05,2.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-920,284.296949,49.158676,,,14.026,13.649,13.511,926,0,0.89,0.85,,,5403,
Kepler-920 c,Confirmed,,,,,,,0.339,0.025,0.052,100.8274113,0.0007063,0.0007063,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-920,284.296949,49.158676,,,14.026,13.649,13.511,926,0,0.89,0.85,,,5403,
Kepler-921 b,Confirmed,,,,,,,0.256,0.065,0.029,51.300634,0.0006728,0.0006728,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-921,284.616205,49.190811,,,13.597,13.184,13.188,847,-0.12,0.93,0.91,,,5663,
Kepler-922 b,Confirmed,,,,,,,0.127,0.01,0.016,0.93846683,9.50E-07,9.50E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-922,284.731462,49.533195,,,12.613,12.26,12.188,558,-0.05,0.95,0.93,,,5671,
Kepler-923 b,Confirmed,,,,,,,0.123,0.017,0.026,6.93366476,3.54E-05,3.54E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-923,294.171085,40.055165,,,12.978,12.717,12.665,966,0.07,1.11,1.26,,,5988,
Kepler-924 b,Confirmed,,,,,,,0.274,0.054,0.099,61.0370117,0.0003366,0.0003366,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-924,290.668512,40.397718,,,13.114,12.83,12.745,995,0.01,1.14,1.23,,,6167,
Kepler-925 b,Confirmed,,,,,,,0.209,0.019,0.059,33.8678531,0.0001704,0.0001704,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-925,290.106539,40.490657,,,13.978,13.406,13.339,623,0.12,0.77,0.72,,,4673,
Kepler-926 b,Confirmed,,,,,,,0.206,0.021,0.051,52.0688601,0.0001903,0.0001903,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-926,289.679343,40.700466,,,13.105,12.789,12.687,771,0.03,1.01,1.01,,,5806,
Kepler-927 b,Confirmed,,,,,,,0.153,0.013,0.036,9.1149903,3.53E-05,3.53E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-927,289.38351,41.392695,,,13.46,13.137,13.032,879,0.03,0.99,0.99,,,5743,
Kepler-928 b,Confirmed,,,,,,,0.142,0.011,0.028,3.9324613,9.65E-06,9.65E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-928,289.920717,41.542828,,,13.685,13.126,12.933,532,-0.11,0.73,0.7,,,4700,
Kepler-929 b,Confirmed,,,,,,,0.099,0.013,0.024,0.92103214,3.15E-06,3.15E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-929,298.481124,41.615332,,,13.271,12.89,12.849,820,-0.04,1.01,1.02,,,5869,
Kepler-93 b,Confirmed,0.0126,0.0021,0.0021,,,,0.132304634,0.002230355,0.002230355,4.72673978,9.70E-07,9.70E-07,0.053,0.002,0.002,,,,89.49,0.51,1.1,,2014,25/11/2015,,,,,,,,,,,,,,,,,,,0.2,0.02,0.02,,,,1.63,0.27,0.27,1037,,,,,,,,3.26,Published in a refereed paper,Primary Transit,,,,,Kepler-93,291.4208333,38.67250002,,,,,,,-0.18,0.911,0.919,,6.6,5669,
Kepler-930 b,Confirmed,,,,,,,0.19,0.037,0.082,71.4517775,0.0007523,0.0007523,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-930,298.314444,42.247434,,,12.641,12.345,12.258,905,0.04,1.25,1.4,,,6335,
Kepler-931 b,Confirmed,,,,,,,0.119,0.008,0.012,8.03755877,2.32E-05,2.32E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-931,297.132641,42.768253,,,12.927,12.427,12.38,490,-0.01,0.86,0.81,,,5241,
Kepler-932 b,Confirmed,,,,,,,0.122,0.009,0.012,1.9214374,2.12E-06,2.12E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-932,296.952062,43.271969,,,12.732,12.271,12.21,478,-0.01,0.87,0.84,,,5331,
Kepler-933 b,Confirmed,,,,,,,0.219,0.014,0.021,14.20443009,6.19E-05,6.19E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-933,289.568659,43.538612,,,14.1,13.724,13.582,922,-0.02,0.87,0.84,,,5346,
Kepler-934 b,Confirmed,,,,,,,0.186,0.01,0.013,55.6738309,0.0002829,0.0002829,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-934,290.288467,43.755322,,,13.549,13.057,12.97,603,0.01,0.81,0.77,,,5001,
Kepler-935 b,Confirmed,,,,,,,0.12,0.006,0.007,4.88083852,1.48E-05,1.48E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-935,295.021668,46.619217,,,13.292,12.774,12.62,482,-0.01,0.78,0.73,,,4830,
Kepler-936 b,Confirmed,,,,,,,0.129,0.009,0.018,10.56134221,4.55E-05,4.55E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-936,293.577759,46.736347,,,13.279,12.887,12.817,687,0.05,0.92,0.89,,,5482,
Kepler-937 b,Confirmed,,,,,,,0.332,0.043,0.115,67.668827,0.0005833,0.0005833,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-937,294.168805,46.714611,,,14.025,13.764,13.681,1482,0.08,1.15,1.22,,,6095,
Kepler-937 c,Confirmed,,,,,,,0.238,0.035,0.081,153.343364,0.003287,0.003287,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-937,294.168805,46.714611,,,14.025,13.764,13.681,1482,0.08,1.15,1.22,,,6095,
Kepler-938 b,Confirmed,,,,,,,0.198,0.014,0.022,52.6298417,0.0002898,0.0002898,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-938,294.789143,46.98399,,,13.741,13.386,13.26,861,-0.03,0.92,0.89,,,5533,
Kepler-939 b,Confirmed,,,,,,,0.156,0.018,0.028,14.878296,0.0001256,0.0001256,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-939,293.865613,47.026829,,,14.28,13.861,13.762,1029,-0.12,0.88,0.85,,,5471,
Kepler-94 b,Confirmed,0.03411,0.0044,0.0044,,,,0.313,0.013,0.013,2.50806,,,,,,,,,,,,,2014,17/12/2015,,,,,,,,,,,,,,,,,,,0.85,0.01,0.01,,,,6.11,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-94,281.19475,47.49713891,12.895,12.501,11.181,10.681,10.594,,0.34,0.81,0.76,,1.41,4781,"KOI-104, KIC 10318874"
Kepler-94 c,Confirmed,9.836,0.629,0.629,9.836,0.629,0.629,,,,820,3,3,,,,,,,,,,,2014,17/12/2015,,,,,,,,,,,,,,,,,,,,,,,,,262.7,13.9,13.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,Kepler-94,281.19475,47.49713891,12.895,12.501,11.181,10.681,10.594,,0.34,0.81,0.76,,1.41,4781,"KOI-104, KIC 10318874"
Kepler-940 b,Confirmed,,,,,,,0.298,0.028,0.063,59.6225257,0.0003015,0.0003015,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-940,294.241293,47.275982,,,14.399,13.994,14.019,1317,-0.08,0.97,0.96,,,5769,
Kepler-941 b,Confirmed,,,,,,,0.275,0.054,0.031,17.42395198,8.30E-05,8.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-941,294.326356,47.217613,,,14.389,13.981,13.864,1105,-0.15,0.89,0.86,,,5539,
Kepler-942 b,Confirmed,,,,,,,0.19,0.007,0.021,44.96417488,6.96E-05,6.96E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-942,294.955114,44.149818,,,11.472,10.937,10.842,218,0.09,0.81,0.75,,,4861,
Kepler-944 b,Confirmed,,,,,,,0.235,0.019,0.024,43.3167737,0.0002351,0.0002351,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-944,293.601262,42.379761,,,14.364,13.96,13.851,1035,-0.11,0.86,0.83,,,5409,
Kepler-945 b,Confirmed,,,,,,,0.235,0.022,0.042,31.0033814,0.0002081,0.0002081,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-945,291.269748,42.096046,,,14.742,14.399,14.293,1543,-0.01,0.97,0.97,,,5718,
Kepler-946 b,Confirmed,,,,,,,0.172,0.018,0.029,11.79162572,5.51E-05,5.51E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-946,300.929606,44.02879,,,13.735,13.341,13.295,918,-0.09,0.94,0.93,,,5665,
Kepler-947 b,Confirmed,,,,,,,0.203,0.021,0.021,26.9644317,0.000157,0.000157,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-947,294.366727,42.252678,,,14.517,14.158,13.972,1188,-0.07,0.9,0.87,,,5508,
Kepler-948 b,Confirmed,,,,,,,0.165,0.037,0.029,7.76846622,4.20E-05,4.20E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-948,293.300231,41.523338,,,13.624,13.23,13.186,884,-0.02,0.96,0.94,,,5679,
Kepler-949 b,Confirmed,,,,,,,0.26,0.021,0.032,8.6893073,9.63E-06,9.63E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-949,298.607876,46.453682,,,13.063,12.627,12.519,572,0.01,0.89,0.86,,,5403,
Kepler-95 b,Confirmed,0.041,0.009,0.009,,,,0.305,0.008,0.008,11.5231,,,,,,,,,,,,,2014,18/12/2015,,,,,,,,,,,,,,,,,,,0.74,0.01,0.01,,,,3.36,0.6,0.6,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-95,284.4824584,44.3980278,12.346,12.161,11.21,10.867,10.801,,0.3,1.08,1.41,,5.63,5699,"KIC 8349582, KOI-122"
Kepler-950 b,Confirmed,,,,,,,0.801,0.074,0.139,98.7180406,0.0001748,0.0001748,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-950,287.956566,41.130329,,,14.509,14.165,14.139,1489,0.02,1.02,1.02,,,5857,
Kepler-951 b,Confirmed,,,,,,,0.499,0.023,0.021,71.52530845,8.42E-05,8.42E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-951,287.73756,38.114567,,,12.92,12.382,12.251,408,-0.01,0.77,0.73,,,4834,
Kepler-952 b,Confirmed,,,,,,,0.682,0.067,0.147,130.3546919,0.0002069,0.0002069,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-952,285.371949,41.993912,,,14.063,13.741,13.662,1167,0.06,1,0.99,,,5730,
Kepler-953 b,Confirmed,,,,,,,0.315,,,88.4075,,,0.19757,,,,,,89.53,,,,2012,24/05/2016,,,,,,,,,,2455009.272,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,KIC 8552719 b,,Kepler-953,288.9708,44.6244,,,,,,,0.015,0.94,0.822,,,5114,KIC 8552719
Kepler-953 c,Confirmed,,,,,,,0.106,0.008,0.01,9.10967112,2.53E-05,2.53E-05,,,,,,,,,,,2016,24/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,KIC 8552719 c,,Kepler-953,288.9708,44.6244,,,,,,,0.015,0.94,0.822,,,5114,KIC 8552719
Kepler-954 b,Confirmed,,,,,,,0.207,0.01,0.004,16.78176602,1.59E-05,1.59E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-954,295.859378,47.93951,,,11.409,10.945,10.84,224,0.02,0.82,0.76,,,4990,
Kepler-955 b,Confirmed,,,,,,,0.279,0.015,0.024,14.53244172,1.66E-05,1.66E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-955,288.471458,40.269795,,,13.269,12.854,12.807,637,0.02,0.89,0.84,,,5350,
Kepler-956 b,Confirmed,,,,,,,0.268,0.034,0.07,5.24867263,3.12E-06,3.12E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-956,292.530806,49.061707,,,12.284,11.975,11.958,631,0.02,1.1,1.15,,,6040,
Kepler-957 b,Confirmed,,,,,,,0.491,0.029,0.026,5.90741354,5.07E-06,5.07E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-957,290.156346,48.818996,,,14.061,13.642,13.453,749,-0.01,0.81,0.75,,,4963,
Kepler-958 b,Confirmed,,,,,,,0.184,0.007,0.009,9.7678805,1.11E-05,1.11E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-958,287.256685,46.066769,,,12.495,12.115,12.041,467,0.01,0.91,0.86,,,5421,
Kepler-959 b,Confirmed,,,,,,,0.391,0.078,0.108,14.80074836,4.71E-05,4.71E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-959,292.171168,40.811382,,,11.757,11.601,11.544,1003,0.02,1.6,2.01,,,7005,
Kepler-96 b,Confirmed,0.027,0.011,0.011,,,,0.238,0.02,0.02,16.2385,,,,,,,,,,,,,2014,30/11/2015,,,,,,,,,,,,,,,,,,,0.54,0.07,0.07,,,,2.1,0.8,0.8,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-96,297.069625,40.52513891,10.297,10.109,9.26,8.928,8.868,,0.04,1,1.02,,2.34,5690,"KIC 5383248, KOI-261"
Kepler-960 b,Confirmed,,,,,,,0.204,0.022,0.006,3.12686223,1.67E-06,1.67E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-960,281.457163,46.746468,,,12.272,11.729,11.618,298,0.02,0.77,0.72,,,4755,
Kepler-961 b,Confirmed,,,,,,,0.227,0.007,0.01,16.87727414,2.87E-05,2.87E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-961,282.035496,43.631268,,,12.859,12.564,12.482,607,0.05,0.96,0.9,,,5582,
Kepler-962 b,Confirmed,,,,,,,0.176,0.007,0.007,12.05707239,1.59E-05,1.59E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-962,295.313145,46.237488,,,12.331,11.962,11.904,439,0.01,0.93,0.86,,,5478,
Kepler-963 b,Confirmed,,,,,,,0.237,0.017,0.027,9.97683705,1.57E-05,1.57E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-963,296.752973,45.0411,,,13.652,13.224,13.158,786,-0.02,0.91,0.87,,,5461,
Kepler-964 b,Confirmed,,,,,,,0.189,0.006,0.008,13.5225106,2.26E-05,2.26E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-964,295.30009,40.556591,,,12.576,12.237,12.139,478,0.03,0.93,0.84,,,5427,
Kepler-965 b,Confirmed,,,,,,,0.302,0.035,0.049,134.2527298,0.0005661,0.0005661,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-965,298.515338,41.891205,,,12.298,11.979,11.91,618,0.03,1.05,1.15,,,5886,
Kepler-966 b,Confirmed,,,,,,,0.368,0.052,0.104,99.747622,0.0004523,0.0004523,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-966,297.270578,50.121811,,,13.12,12.749,12.745,773,0.04,1.02,1.02,,,5840,
Kepler-967 b,Confirmed,,,,,,,0.21,0.009,0.007,13.22713379,2.21E-05,2.21E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-967,286.558075,38.40536,,,12.991,12.539,12.396,499,-0.03,0.84,0.8,,,5178,
Kepler-967 c,Confirmed,,,,,,,0.326,0.012,0.013,198.7112502,0.0006558,0.0006558,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-967,286.558075,38.40536,,,12.991,12.539,12.396,499,-0.03,0.84,0.8,,,5178,
Kepler-968 b,Confirmed,,,,,,,0.178,0.007,0.007,3.69298373,3.61E-06,3.61E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-968,285.602528,50.112038,,,12.518,11.971,11.831,312,0.13,0.76,0.7,,,4598,
Kepler-968 c,Confirmed,,,,,,,0.151,0.006,0.007,5.70940492,9.54E-06,9.54E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-968,285.602528,50.112038,,,12.518,11.971,11.831,312,0.13,0.76,0.7,,,4598,
Kepler-969 b,Confirmed,,,,,,,0.185,0.004,0.004,34.1731714,7.36E-05,7.36E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-969,288.372508,47.933556,,,12.413,11.976,11.897,411,0.22,0.92,0.82,,,5214,
Kepler-969 c,Confirmed,,,,,,,0.088,0.004,0.002,1.6829346,2.93E-06,2.93E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-969,288.372508,47.933556,,,12.413,11.976,11.897,411,0.22,0.92,0.82,,,5214,
Kepler-970 b,Confirmed,,,,,,,0.247,0.038,0.012,16.73652231,2.70E-05,2.70E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-970,289.62523,40.708726,,,12.98,12.355,12.215,350,-0.08,0.7,0.67,,,4511,
Kepler-971 b,Confirmed,,,,,,,0.19,0.021,0.02,9.59070716,2.32E-05,2.32E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-971,284.094587,41.182821,,,11.905,11.5,11.422,345,-0.06,0.88,0.85,,,5431,
Kepler-972 b,Confirmed,,,,,,,0.415,0.098,0.136,7.03932553,1.61E-05,1.61E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-972,295.828703,43.425495,,,13.777,13.462,13.373,1304,0.04,1.15,1.22,,,6146,
Kepler-973 b,Confirmed,,,,,,,0.175,0.006,0.007,49.6077331,0.0001208,0.0001208,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-973,290.165258,49.923862,,,11.845,11.43,11.303,297,-0.06,0.86,0.78,,,5213,
Kepler-974 b,Confirmed,,,,,,,0.14,0.026,0.005,4.19449651,5.03E-06,5.03E-06,,,,,,,,,,,2016,27/06/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,KOI1843.01,,Kepler-974,285.013102,40.220753,,,11.951,11.279,11.056,121,0.07,0.52,0.5,,,3687,
Kepler-975 b,Confirmed,,,,,,,0.132,0.008,0.005,1.97034246,2.36E-06,2.36E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-975,290.54855,38.495275,,,12.807,12.276,12.19,404,0.07,0.8,0.75,,,4897,
Kepler-976 b,Confirmed,,,,,,,0.353,0.018,0.026,105.9564148,0.0004626,0.0004626,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-976,289.869641,46.729706,,,14.361,13.973,13.887,1020,0.07,0.87,0.83,,,5232,
Kepler-977 b,Confirmed,,,,,,,0.234,0.015,0.015,26.85328322,6.39E-05,6.39E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-977,291.51621,42.248196,,,13.434,13.018,12.92,664,-0.01,0.87,0.83,,,5315,
Kepler-978 b,Confirmed,,,,,,,0.267,0.051,0.06,49.6221509,0.000171,0.000171,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-978,286.710723,43.043453,,,12.363,12.075,12.011,624,-0.01,1.07,1.09,,,6002,
Kepler-979 b,Confirmed,,,,,,,0.243,0.021,0.037,8.0880135,1.14E-05,1.14E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-979,300.371281,46.408276,,,13.257,12.794,12.732,606,-0.02,0.87,0.83,,,5310,
